,Fecha,Producto,Cantidad,Precio_Unitario,Descuento,Total,Vendedor,Ubicación,Forma_Pago,Estado
1616,2026-06-05,Telefono,9,506,0.05,4271,Juan,En linea,nan,Completo
1617,2026-06-06,Telefono,1,667,0.15,871,Juan,En linea,nan,Completo
1618,2026-06-07,Telefono,2,489,0.1,1674,Maria,Local,Tarjeta,Completo
1619,2026-06-08,Telefono,6,441,,1664,Juan,Local,nan,Pendiente
1620,2026-06-09,Telefono,6,713,0.15,1592,Carlos,En linea,nan,Completo
1621,2026-06-10,Laptop,1,592,0.1,1783,Carlos,En linea,Tarjeta,Completo
1622,2026-06-11,Laptop,7,291,0.15,2511,Maria,En linea,Efectivo,Completo
1623,2026-06-12,Laptop,8,598,0.05,1345,Maria,Local,nan,Completo
1624,2026-06-13,Laptop,2,921,0.05,2491,Maria,Local,Tarjeta,Completo
1625,2026-06-14,Telefono,8,811,,1020,Juan,En linea,nan,Cancelado
1626,2026-06-15,Tableta,9,332,0.15,4966,Carlos,Local,nan,Cancelado
1627,2026-06-16,Laptop,6,326,0.1,4696,Carlos,Local,Tarjeta,Completo
1628,2026-06-17,Tableta,5,470,,742,Carlos,En linea,nan,Completo
1629,2026-06-18,Laptop,9,238,0.15,3300,Maria,Local,nan,Completo
1630,2026-06-19,Laptop,9,955,,3396,Carlos,En linea,nan,Completo
1631,2026-06-20,Tableta,1,916,0.1,3102,Juan,En linea,Efectivo,Pendiente
1632,2026-06-21,Telefono,3,248,,2773,Juan,Local,Efectivo,Pendiente
1633,2026-06-22,Laptop,9,214,,2041,Carlos,Local,nan,Pendiente
1634,2026-06-23,Laptop,2,549,,3265,Maria,En linea,Tarjeta,Cancelado
1635,2026-06-24,Laptop,4,162,0.15,2614,Carlos,Local,nan,Completo
1636,2026-06-25,Tableta,4,203,0.1,4991,Juan,En linea,nan,Pendiente
1637,2026-06-26,Telefono,2,950,0.05,3583,Juan,Local,Efectivo,Completo
1638,2026-06-27,Tableta,3,970,0.15,2357,Juan,Local,Efectivo,Completo
1639,2026-06-28,Tableta,3,767,0.05,1269,Carlos,Local,Efectivo,Cancelado
1640,2026-06-29,Telefono,1,372,0.05,1922,Juan,En linea,nan,Cancelado
1641,2026-06-30,Tableta,6,105,0.15,906,Maria,Local,nan,Pendiente
1642,2026-07-01,Telefono,8,246,0.15,3472,Carlos,En linea,Tarjeta,Pendiente
1643,2026-07-02,Laptop,3,283,0.1,2372,Carlos,En linea,nan,Cancelado
1644,2026-07-03,Telefono,5,127,0.1,3194,Juan,En linea,nan,Cancelado
1645,2026-07-04,Laptop,1,649,,2769,Juan,Local,Efectivo,Completo
1646,2026-07-05,Tableta,7,218,0.05,1681,Maria,En linea,Efectivo,Completo
1647,2026-07-06,Tableta,1,392,0.1,1939,Carlos,En linea,Efectivo,Pendiente
1648,2026-07-07,Laptop,9,470,,3553,Juan,Local,Efectivo,Pendiente
1649,2026-07-08,Tableta,8,343,0.1,3833,Maria,En linea,Efectivo,Cancelado
1650,2026-07-09,Telefono,7,679,0.15,3397,Juan,En linea,Tarjeta,Pendiente
1651,2026-07-10,Laptop,7,825,0.1,3403,Carlos,Local,Tarjeta,Completo
1652,2026-07-11,Tableta,5,317,0.05,728,Juan,En linea,Tarjeta,Cancelado
1653,2026-07-12,Laptop,5,276,0.1,4459,Carlos,Local,Efectivo,Completo
1654,2026-07-13,Telefono,5,398,0.05,2393,Juan,En linea,Efectivo,Cancelado
1655,2026-07-14,Telefono,1,775,0.15,1813,Carlos,En linea,Efectivo,Cancelado
1656,2026-07-15,Tableta,8,157,0.05,1570,Maria,Local,Tarjeta,Completo
1657,2026-07-16,Telefono,1,368,0.1,1474,Carlos,En linea,Efectivo,Pendiente
1658,2026-07-17,Laptop,4,407,,2238,Maria,En linea,Tarjeta,Pendiente
1659,2026-07-18,Telefono,9,669,0.15,3785,Carlos,En linea,Efectivo,Pendiente
1660,2026-07-19,Laptop,9,387,0.1,1257,Maria,Local,nan,Pendiente
1661,2026-07-20,Laptop,5,204,0.15,3595,Juan,Local,Tarjeta,Completo
1662,2026-07-21,Telefono,4,327,0.15,820,Carlos,Local,nan,Cancelado
1663,2026-07-22,Tableta,3,346,0.1,2821,Juan,Local,Tarjeta,Completo
1664,2026-07-23,Telefono,3,799,0.1,1055,Maria,Local,Efectivo,Pendiente
1665,2026-07-24,Laptop,5,593,,1886,Carlos,En linea,Efectivo,Pendiente
1666,2026-07-25,Laptop,1,182,0.15,3547,Carlos,Local,nan,Completo
1667,2026-07-26,Telefono,5,285,0.15,2927,Juan,Local,Efectivo,Cancelado
1668,2026-07-27,Tableta,6,351,0.1,2504,Carlos,Local,Tarjeta,Completo
1669,2026-07-28,Tableta,7,454,0.05,2430,Carlos,En linea,Efectivo,Completo
1670,2026-07-29,Laptop,9,849,0.1,2663,Juan,En linea,Efectivo,Completo
1671,2026-07-30,Laptop,3,971,0.15,4367,Carlos,Local,Tarjeta,Cancelado
1672,2026-07-31,Tableta,2,795,0.1,2926,Juan,En linea,nan,Completo
1673,2026-08-01,Telefono,3,895,,4293,Juan,En linea,nan,Completo
1674,2026-08-02,Laptop,9,996,0.05,3013,Juan,En linea,Efectivo,Pendiente
1675,2026-08-03,Laptop,7,309,0.1,4303,Juan,En linea,Tarjeta,Completo
1676,2026-08-04,Tableta,9,915,,2827,Juan,Local,nan,Pendiente
1677,2026-08-05,Telefono,2,907,0.15,1117,Maria,Local,nan,Pendiente
1678,2026-08-06,Tableta,5,708,0.1,2665,Maria,En linea,Efectivo,Pendiente
1679,2026-08-07,Telefono,4,546,0.15,3808,Juan,En linea,Tarjeta,Cancelado
1680,2026-08-08,Telefono,2,559,,1492,Maria,En linea,nan,Pendiente
1681,2026-08-09,Telefono,9,571,0.15,1877,Maria,En linea,Efectivo,Completo
1682,2026-08-10,Laptop,9,819,,4881,Carlos,Local,Efectivo,Completo
1683,2026-08-11,Tableta,6,469,,3674,Juan,En linea,Efectivo,Pendiente
1684,2026-08-12,Tableta,6,999,,1805,Maria,Local,Efectivo,Pendiente
1685,2026-08-13,Telefono,8,591,0.1,3578,Carlos,En linea,nan,Completo
1686,2026-08-14,Laptop,6,236,0.15,3186,Carlos,Local,Tarjeta,Pendiente
1687,2026-08-15,Laptop,1,466,0.15,3483,Juan,En linea,Efectivo,Cancelado
1688,2026-08-16,Tableta,4,283,0.05,3023,Juan,Local,Efectivo,Pendiente
1689,2026-08-17,Laptop,7,687,0.05,4082,Carlos,Local,nan,Cancelado
1690,2026-08-18,Laptop,2,386,0.05,1985,Juan,Local,Efectivo,Cancelado
1691,2026-08-19,Telefono,9,571,0.05,2600,Juan,En linea,Efectivo,Cancelado
1692,2026-08-20,Laptop,8,474,0.15,4215,Carlos,Local,Tarjeta,Pendiente
1693,2026-08-21,Telefono,8,753,,2501,Carlos,En linea,Efectivo,Cancelado
1694,2026-08-22,Tableta,7,848,,1887,Juan,Local,nan,Cancelado
1695,2026-08-23,Laptop,4,636,0.1,3683,Maria,Local,Tarjeta,Pendiente
1696,2026-08-24,Tableta,2,610,,1530,Juan,En linea,nan,Cancelado
1697,2026-08-25,Tableta,3,901,0.15,2265,Maria,Local,Tarjeta,Pendiente
1698,2026-08-26,Laptop,6,678,0.15,1720,Carlos,En linea,Tarjeta,Completo
1699,2026-08-27,Laptop,5,349,0.15,4306,Maria,En linea,Efectivo,Cancelado
1700,2026-08-28,Tableta,8,609,0.1,2914,Carlos,En linea,Efectivo,Pendiente
1701,2026-08-29,Laptop,6,729,0.05,4845,Juan,En linea,Efectivo,Completo
1702,2026-08-30,Telefono,6,172,,2118,Juan,Local,nan,Cancelado
1703,2026-08-31,Telefono,1,381,0.15,1763,Carlos,Local,Efectivo,Cancelado
1704,2026-09-01,Laptop,4,459,0.15,1371,Carlos,En linea,Efectivo,Pendiente
1705,2026-09-02,Tableta,5,109,0.05,1334,Carlos,Local,Tarjeta,Completo
1706,2026-09-03,Laptop,3,310,0.15,3322,Juan,Local,Efectivo,Pendiente
1707,2026-09-04,Laptop,9,934,,1418,Juan,En linea,Efectivo,Cancelado
1708,2026-09-05,Tableta,1,251,0.1,2224,Maria,Local,Efectivo,Cancelado
1709,2026-09-06,Tableta,6,104,0.15,2913,Carlos,En linea,Efectivo,Cancelado
1710,2026-09-07,Telefono,6,294,,1813,Maria,Local,Tarjeta,Cancelado
1711,2026-09-08,Tableta,5,382,0.15,4998,Juan,Local,Efectivo,Completo
1712,2026-09-09,Telefono,5,563,0.05,2605,Maria,En linea,Tarjeta,Completo
1713,2026-09-10,Tableta,5,212,0.15,3068,Maria,Local,nan,Pendiente
1714,2026-09-11,Laptop,6,370,0.15,1638,Juan,Local,Efectivo,Pendiente
1715,2026-09-12,Telefono,8,262,0.1,709,Juan,En linea,Efectivo,Pendiente
1716,2026-09-13,Telefono,2,559,0.05,1564,Carlos,Local,Efectivo,Cancelado
1717,2026-09-14,Telefono,6,204,0.05,2720,Maria,En linea,Tarjeta,Pendiente
1718,2026-09-15,Laptop,1,792,0.1,733,Juan,Local,Efectivo,Completo
1719,2026-09-16,Laptop,4,655,0.15,1292,Juan,En linea,Efectivo,Pendiente
1720,2026-09-17,Laptop,3,381,,3610,Maria,En linea,nan,Pendiente
1721,2026-09-18,Laptop,9,786,0.05,2666,Juan,En linea,Tarjeta,Completo
1722,2026-09-19,Laptop,3,261,0.05,834,Carlos,En linea,Tarjeta,Completo
1723,2026-09-20,Telefono,6,450,0.15,1859,Carlos,En linea,nan,Cancelado
1724,2026-09-21,Laptop,1,533,0.15,1714,Maria,Local,Tarjeta,Completo
1725,2026-09-22,Telefono,6,951,0.05,4919,Carlos,Local,Efectivo,Completo
1726,2026-09-23,Laptop,4,239,0.15,783,Juan,En linea,Efectivo,Pendiente
1727,2026-09-24,Tableta,8,570,,712,Juan,Local,nan,Completo
1728,2026-09-25,Telefono,9,231,0.05,2158,Juan,En linea,Tarjeta,Cancelado
1729,2026-09-26,Tableta,4,186,,4578,Juan,Local,Tarjeta,Pendiente
1730,2026-09-27,Telefono,6,787,,1917,Maria,Local,Tarjeta,Cancelado
1731,2026-09-28,Tableta,1,282,0.15,2886,Carlos,En linea,nan,Completo
1732,2026-09-29,Laptop,4,467,,2294,Carlos,En linea,Efectivo,Cancelado
1733,2026-09-30,Laptop,7,228,0.15,604,Juan,Local,nan,Cancelado
1734,2026-10-01,Laptop,1,345,0.1,4393,Maria,Local,Efectivo,Completo
1735,2026-10-02,Telefono,8,700,0.15,4345,Juan,En linea,nan,Completo
1736,2026-10-03,Tableta,6,677,,4190,Juan,Local,Efectivo,Pendiente
1737,2026-10-04,Laptop,5,769,0.1,3792,Maria,Local,Tarjeta,Pendiente
1738,2026-10-05,Tableta,9,998,0.15,878,Maria,En linea,Tarjeta,Pendiente
1739,2026-10-06,Tableta,2,477,,3793,Juan,Local,Tarjeta,Completo
1740,2026-10-07,Laptop,5,248,0.05,3829,Carlos,En linea,nan,Cancelado
1741,2026-10-08,Laptop,6,951,0.05,3938,Juan,En linea,nan,Cancelado
1742,2026-10-09,Tableta,7,532,0.15,724,Carlos,En linea,nan,Pendiente
1743,2026-10-10,Laptop,5,727,0.15,1237,Carlos,Local,Tarjeta,Pendiente
1744,2026-10-11,Laptop,9,825,0.05,735,Maria,Local,Efectivo,Completo
1745,2026-10-12,Laptop,1,568,,4778,Maria,En linea,Tarjeta,Cancelado
1746,2026-10-13,Telefono,7,545,,1211,Juan,En linea,Tarjeta,Pendiente
1747,2026-10-14,Tableta,7,580,,2388,Carlos,Local,Efectivo,Completo
1748,2026-10-15,Tableta,4,983,0.15,1759,Carlos,Local,Efectivo,Pendiente
1749,2026-10-16,Telefono,9,393,0.1,1248,Juan,Local,Efectivo,Completo
1750,2026-10-17,Tableta,5,864,0.1,4486,Juan,En linea,Efectivo,Cancelado
1751,2026-10-18,Laptop,4,242,0.1,4051,Juan,En linea,Tarjeta,Completo
1752,2026-10-19,Tableta,7,349,0.1,1009,Maria,Local,nan,Pendiente
1753,2026-10-20,Laptop,4,977,0.1,2323,Juan,Local,Tarjeta,Pendiente
1754,2026-10-21,Telefono,3,401,0.15,3441,Juan,Local,Efectivo,Cancelado
1755,2026-10-22,Laptop,9,124,0.15,4732,Carlos,En linea,nan,Cancelado
1756,2026-10-23,Tableta,8,888,0.1,2634,Juan,En linea,nan,Pendiente
1757,2026-10-24,Tableta,1,988,0.15,2277,Carlos,Local,Tarjeta,Pendiente
1758,2026-10-25,Tableta,7,989,0.15,1722,Carlos,Local,Tarjeta,Pendiente
1759,2026-10-26,Telefono,9,169,0.1,4167,Maria,En linea,Tarjeta,Cancelado
1760,2026-10-27,Telefono,8,724,,2277,Juan,En linea,nan,Pendiente
1761,2026-10-28,Tableta,8,974,0.15,1804,Juan,Local,nan,Cancelado
1762,2026-10-29,Laptop,6,211,,1201,Carlos,Local,nan,Pendiente
1763,2026-10-30,Telefono,4,463,0.15,3489,Maria,Local,Efectivo,Completo
1764,2026-10-31,Tableta,8,402,0.15,651,Maria,En linea,Efectivo,Completo
1765,2026-11-01,Tableta,3,570,0.1,1825,Juan,Local,Tarjeta,Pendiente
1766,2026-11-02,Telefono,9,190,0.15,1801,Carlos,En linea,nan,Completo
1767,2026-11-03,Telefono,2,629,0.05,4222,Juan,En linea,Tarjeta,Cancelado
1768,2026-11-04,Telefono,2,760,0.05,2211,Juan,Local,nan,Completo
1769,2026-11-05,Laptop,7,838,0.1,1306,Juan,Local,Tarjeta,Completo
1770,2026-11-06,Laptop,4,825,,4830,Juan,En linea,Efectivo,Cancelado
1771,2026-11-07,Tableta,8,971,,3222,Carlos,Local,nan,Completo
1772,2026-11-08,Telefono,9,762,,1825,Maria,En linea,Efectivo,Completo
1773,2026-11-09,Laptop,7,291,0.05,4633,Juan,Local,nan,Pendiente
1774,2026-11-10,Telefono,5,651,,1659,Juan,Local,Tarjeta,Cancelado
1775,2026-11-11,Tableta,8,341,,3369,Juan,Local,nan,Cancelado
1776,2026-11-12,Laptop,4,237,0.1,1742,Juan,Local,Efectivo,Pendiente
1777,2026-11-13,Laptop,2,444,,847,Maria,En linea,nan,Pendiente
1778,2026-11-14,Laptop,6,279,0.05,2331,Maria,En linea,Tarjeta,Completo
1779,2026-11-15,Tableta,9,811,0.05,2069,Maria,En linea,nan,Completo
1780,2026-11-16,Telefono,1,602,0.05,4435,Maria,Local,Efectivo,Completo
1781,2026-11-17,Laptop,7,302,0.1,2418,Juan,En linea,Tarjeta,Pendiente
1782,2026-11-18,Tableta,9,672,0.1,3732,Carlos,En linea,Efectivo,Cancelado
1783,2026-11-19,Telefono,9,291,0.15,4258,Maria,En linea,nan,Completo
1784,2026-11-20,Tableta,3,104,,2855,Maria,Local,Efectivo,Pendiente
1785,2026-11-21,Telefono,5,989,0.1,1897,Juan,En linea,nan,Cancelado
1786,2026-11-22,Tableta,8,336,0.05,3280,Juan,Local,Tarjeta,Pendiente
1787,2026-11-23,Telefono,8,792,0.05,2324,Juan,Local,Efectivo,Completo
1788,2026-11-24,Laptop,4,410,0.1,2991,Juan,En linea,Efectivo,Pendiente
1789,2026-11-25,Telefono,1,648,0.1,4560,Carlos,Local,nan,Pendiente
1790,2026-11-26,Tableta,1,155,0.1,904,Carlos,En linea,Efectivo,Pendiente
1791,2026-11-27,Tableta,4,542,0.15,2221,Maria,En linea,Efectivo,Pendiente
1792,2026-11-28,Telefono,6,336,0.05,3325,Carlos,En linea,Tarjeta,Cancelado
1793,2026-11-29,Laptop,8,969,0.15,4345,Maria,En linea,nan,Completo
1794,2026-11-30,Laptop,6,960,0.15,4710,Maria,En linea,nan,Cancelado
1795,2026-12-01,Telefono,9,296,,3692,Carlos,Local,Tarjeta,Pendiente
1796,2026-12-02,Telefono,9,684,0.05,564,Maria,En linea,Tarjeta,Pendiente
1797,2026-12-03,Tableta,2,670,0.05,1799,Juan,Local,nan,Completo
1798,2026-12-04,Laptop,1,851,0.1,1915,Maria,En linea,Tarjeta,Completo
1799,2026-12-05,Telefono,2,613,0.1,4093,Juan,En linea,Tarjeta,Cancelado
1800,2026-12-06,Laptop,5,548,,1468,Carlos,En linea,Tarjeta,Cancelado
1801,2026-12-07,Telefono,4,459,0.15,868,Carlos,Local,nan,Completo
1802,2026-12-08,Telefono,4,799,0.1,732,Maria,Local,Tarjeta,Cancelado
1803,2026-12-09,Laptop,9,918,0.1,2742,Juan,Local,Efectivo,Pendiente
1804,2026-12-10,Telefono,8,129,0.05,3583,Maria,Local,Efectivo,Pendiente
1805,2026-12-11,Telefono,6,878,0.05,1420,Carlos,En linea,nan,Completo
1806,2026-12-12,Tableta,1,207,0.1,1188,Maria,En linea,Tarjeta,Cancelado
1807,2026-12-13,Telefono,2,943,0.05,4772,Maria,Local,Efectivo,Pendiente
1808,2026-12-14,Telefono,6,701,,1969,Juan,Local,nan,Completo
1809,2026-12-15,Telefono,2,816,0.1,4759,Carlos,Local,Efectivo,Cancelado
